['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepallength', 'sepalwidth', 'petallength', 'petalwidth', 'class']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
Label: class
Class List: 
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
Feature Value List
['>2']
Train Data que contém >2:
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
34
[['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor']]

 Count de entradas com label Iris-virginica: 
50
[['6-7', '>2', '2-3', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['4-5', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['5-6', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica']]
Feature value:  >2
Feature info gain:  0.9736680645496201

CALCULATE TOTAL ENTROPY: 
 
Iris-setosa
Total Class Count: 0
Total Class Entropy: 0
Iris-versicolor
Total Class Count: 34
Total Class Entropy: 0.5281554258567418
Iris-virginica
Total Class Count: 50
Total Class Entropy: 0.4455126386928783
Total Entropy: 
0.9736680645496201
VALOR DE sepalwidth: 
0.0

CALC INFO GAIN: 
Feature Name:petalwidth
Train Data: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
Label: class
Class List: 
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
Feature Value List
['1-2', '2-3']
Train Data que contém 1-2:
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
34
